headline,pubDate,tokens,lemmatized_tokens,source
Pro-Israel Groups Promised to Be Active in Democratic Primaries. They Haven’t Done Much Yet.,2024-04-21,"['Pro-Israel', 'Groups', 'Promised', 'to', 'Be', 'Active', 'in', 'Democratic', 'Primaries.', 'They', 'Haven’t', 'Done', 'Much', 'Yet.']","['Pro-Israel', 'Groups', 'Promised', 'to', 'Be', 'Active', 'in', 'Democratic', 'Primaries.', 'They', 'Haven’t', 'Done', 'Much', 'Yet.']",nyt
How the Israel-Gaza Protests Could Hurt the Democratic Party,2024-04-21,"['How', 'the', 'Israel-Gaza', 'Protests', 'Could', 'Hurt', 'the', 'Democratic', 'Party']","['How', 'the', 'Israel-Gaza', 'Protests', 'Could', 'Hurt', 'the', 'Democratic', 'Party']",nyt
Palestinians Go on Strike in West Bank to Protest Deadly Israeli Military Raid,2024-04-21,"['Palestinians', 'Go', 'on', 'Strike', 'in', 'West', 'Bank', 'to', 'Protest', 'Deadly', 'Israeli', 'Military', 'Raid']","['Palestinians', 'Go', 'on', 'Strike', 'in', 'West', 'Bank', 'to', 'Protest', 'Deadly', 'Israeli', 'Military', 'Raid']",nyt
"Terry Anderson, Reporter Held Hostage for Six Years, Dies at 76",2024-04-21,"['Terry', 'Anderson,', 'Reporter', 'Held', 'Hostage', 'for', 'Six', 'Years,', 'Dies', 'at', '76']","['Terry', 'Anderson,', 'Reporter', 'Held', 'Hostage', 'for', 'Six', 'Years,', 'Dies', 'at', '76']",nyt
U.S. Considers Imposing Sanctions on Israeli Military Unit,2024-04-21,"['U.S.', 'Considers', 'Imposing', 'Sanctions', 'on', 'Israeli', 'Military', 'Unit']","['U.S.', 'Considers', 'Imposing', 'Sanctions', 'on', 'Israeli', 'Military', 'Unit']",nyt
"Israel Planned Bigger Attack on Iran, but Scaled It Back to Avoid War",2024-04-22,"['Israel', 'Planned', 'Bigger', 'Attack', 'on', 'Iran,', 'but', 'Scaled', 'It', 'Back', 'to', 'Avoid', 'War']","['Israel', 'Planned', 'Bigger', 'Attack', 'on', 'Iran,', 'but', 'Scaled', 'It', 'Back', 'to', 'Avoid', 'War']",nyt
"Israelis Prepare to Mark Passover, a Festival of Freedom, With Hostages Still in Gaza",2024-04-22,"['Israelis', 'Prepare', 'to', 'Mark', 'Passover,', 'a', 'Festival', 'of', 'Freedom,', 'With', 'Hostages', 'Still', 'in', 'Gaza']","['Israelis', 'Prepare', 'to', 'Mark', 'Passover,', 'a', 'Festival', 'of', 'Freedom,', 'With', 'Hostages', 'Still', 'in', 'Gaza']",nyt
How a Displaced Gazan Collects Aid From Airdrops,2024-04-22,"['How', 'a', 'Displaced', 'Gazan', 'Collects', 'Aid', 'From', 'Airdrops']","['How', 'a', 'Displaced', 'Gazan', 'Collects', 'Aid', 'From', 'Airdrops']",nyt
Pro-Palestinian Protesters Block Intersection at Yale University,2024-04-22,"['Pro-Palestinian', 'Protesters', 'Block', 'Intersection', 'at', 'Yale', 'University']","['Pro-Palestinian', 'Protesters', 'Block', 'Intersection', 'at', 'Yale', 'University']",nyt
Palestinian Baby Delivered After Mother Killed in Israeli Strike,2024-04-22,"['Palestinian', 'Baby', 'Delivered', 'After', 'Mother', 'Killed', 'in', 'Israeli', 'Strike']","['Palestinian', 'Baby', 'Delivered', 'After', 'Mother', 'Killed', 'in', 'Israeli', 'Strike']",nyt
"Israel Hasn’t Offered Evidence Tying Many U.N. Workers to Hamas, Review Says",2024-04-22,"['Israel', 'Hasn’t', 'Offered', 'Evidence', 'Tying', 'Many', 'U.N.', 'Workers', 'to', 'Hamas,', 'Review', 'Says']","['Israel', 'Hasn’t', 'Offered', 'Evidence', 'Tying', 'Many', 'U.N.', 'Workers', 'to', 'Hamas,', 'Review', 'Says']",nyt
The Stark Reality of Israel’s Fight in Gaza,2024-04-22,"['The', 'Stark', 'Reality', 'of', 'Israel’s', 'Fight', 'in', 'Gaza']","['The', 'Stark', 'Reality', 'of', 'Israel’s', 'Fight', 'in', 'Gaza']",nyt
Summer Lee Has Been a Vocal Israel Critic. Will It Matter in Her Primary?,2024-04-22,"['Summer', 'Lee', 'Has', 'Been', 'a', 'Vocal', 'Israel', 'Critic.', 'Will', 'It', 'Matter', 'in', 'Her', 'Primary?']","['Summer', 'Lee', 'Has', 'Been', 'a', 'Vocal', 'Israel', 'Critic.', 'Will', 'It', 'Matter', 'in', 'Her', 'Primary?']",nyt
PEN America Cancels Literary Awards Ceremony Amid Gaza War Fallout,2024-04-22,"['PEN', 'America', 'Cancels', 'Literary', 'Awards', 'Ceremony', 'Amid', 'Gaza', 'War', 'Fallout']","['PEN', 'America', 'Cancels', 'Literary', 'Awards', 'Ceremony', 'Amid', 'Gaza', 'War', 'Fallout']",nyt
Universities Struggle as Pro-Palestinian Demonstrations Grow,2024-04-23,"['Universities', 'Struggle', 'as', 'Pro-Palestinian', 'Demonstrations', 'Grow']","['Universities', 'Struggle', 'a', 'Pro-Palestinian', 'Demonstrations', 'Grow']",nyt
"Trapped and Starving, 2 Families in Gaza Try to Keep Their Children Alive",2024-04-23,"['Trapped', 'and', 'Starving,', '2', 'Families', 'in', 'Gaza', 'Try', 'to', 'Keep', 'Their', 'Children', 'Alive']","['Trapped', 'and', 'Starving,', '2', 'Families', 'in', 'Gaza', 'Try', 'to', 'Keep', 'Their', 'Children', 'Alive']",nyt
"Senate Approves Aid for Ukraine and Israel, Sending It to Biden’s Desk",2024-04-23,"['Senate', 'Approves', 'Aid', 'for', 'Ukraine', 'and', 'Israel,', 'Sending', 'It', 'to', 'Biden’s', 'Desk']","['Senate', 'Approves', 'Aid', 'for', 'Ukraine', 'and', 'Israel,', 'Sending', 'It', 'to', 'Biden’s', 'Desk']",nyt
U.S. universities struggle to calm campuses torn by the Gaza war.,2024-04-23,"['U.S.', 'universities', 'struggle', 'to', 'calm', 'campuses', 'torn', 'by', 'the', 'Gaza', 'war.']","['U.S.', 'university', 'struggle', 'to', 'calm', 'campus', 'torn', 'by', 'the', 'Gaza', 'war.']",nyt
Did the Israel-Hamas War Influence Your Seder Rituals? Tell Us.,2024-04-23,"['Did', 'the', 'Israel-Hamas', 'War', 'Influence', 'Your', 'Seder', 'Rituals?', 'Tell', 'Us.']","['Did', 'the', 'Israel-Hamas', 'War', 'Influence', 'Your', 'Seder', 'Rituals?', 'Tell', 'Us.']",nyt
Hezbollah Claims Drone Attack 10 Miles Inside Israel,2024-04-23,"['Hezbollah', 'Claims', 'Drone', 'Attack', '10', 'Miles', 'Inside', 'Israel']","['Hezbollah', 'Claims', 'Drone', 'Attack', '10', 'Miles', 'Inside', 'Israel']",nyt
The Gaza Protests Engulfing Columbia and Other Campuses,2024-04-23,"['The', 'Gaza', 'Protests', 'Engulfing', 'Columbia', 'and', 'Other', 'Campuses']","['The', 'Gaza', 'Protests', 'Engulfing', 'Columbia', 'and', 'Other', 'Campuses']",nyt
U.N. Calls for Inquiry Into Mass Graves at 2 Gaza Hospitals,2024-04-23,"['U.N.', 'Calls', 'for', 'Inquiry', 'Into', 'Mass', 'Graves', 'at', '2', 'Gaza', 'Hospitals']","['U.N.', 'Calls', 'for', 'Inquiry', 'Into', 'Mass', 'Graves', 'at', '2', 'Gaza', 'Hospitals']",nyt
Our Reporter on the Fate of a Gazan University Class,2024-04-23,"['Our', 'Reporter', 'on', 'the', 'Fate', 'of', 'a', 'Gazan', 'University', 'Class']","['Our', 'Reporter', 'on', 'the', 'Fate', 'of', 'a', 'Gazan', 'University', 'Class']",nyt
Israel Plans to Expand ‘Humanitarian Zone’ if It Invades Rafah,2024-04-23,"['Israel', 'Plans', 'to', 'Expand', '‘Humanitarian', 'Zone’', 'if', 'It', 'Invades', 'Rafah']","['Israel', 'Plans', 'to', 'Expand', '‘Humanitarian', 'Zone’', 'if', 'It', 'Invades', 'Rafah']",nyt
"How the Senate Voted on Foreign Aid to Ukraine, Israel and Taiwan",2024-04-24,"['How', 'the', 'Senate', 'Voted', 'on', 'Foreign', 'Aid', 'to', 'Ukraine,', 'Israel', 'and', 'Taiwan']","['How', 'the', 'Senate', 'Voted', 'on', 'Foreign', 'Aid', 'to', 'Ukraine,', 'Israel', 'and', 'Taiwan']",nyt
Signs Suggest That Invasion of Rafah Is All but Inevitable,2024-04-24,"['Signs', 'Suggest', 'That', 'Invasion', 'of', 'Rafah', 'Is', 'All', 'but', 'Inevitable']","['Signs', 'Suggest', 'That', 'Invasion', 'of', 'Rafah', 'Is', 'All', 'but', 'Inevitable']",nyt
Biden’s Deep Miscalculation on Israel and Gaza,2024-04-24,"['Biden’s', 'Deep', 'Miscalculation', 'on', 'Israel', 'and', 'Gaza']","['Biden’s', 'Deep', 'Miscalculation', 'on', 'Israel', 'and', 'Gaza']",nyt
"After U.N. Report, Germany Says It Will Resume Funding for UNRWA",2024-04-24,"['After', 'U.N.', 'Report,', 'Germany', 'Says', 'It', 'Will', 'Resume', 'Funding', 'for', 'UNRWA']","['After', 'U.N.', 'Report,', 'Germany', 'Says', 'It', 'Will', 'Resume', 'Funding', 'for', 'UNRWA']",nyt
‘It’s Just Agony’: A Suburban Family Mourns Nearly 200 Gaza Relatives,2024-04-24,"['‘It’s', 'Just', 'Agony’:', 'A', 'Suburban', 'Family', 'Mourns', 'Nearly', '200', 'Gaza', 'Relatives']","['‘It’s', 'Just', 'Agony’:', 'A', 'Suburban', 'Family', 'Mourns', 'Nearly', '200', 'Gaza', 'Relatives']",nyt
Joe Biden and the Israel-Gaza War,2024-04-24,"['Joe', 'Biden', 'and', 'the', 'Israel-Gaza', 'War']","['Joe', 'Biden', 'and', 'the', 'Israel-Gaza', 'War']",nyt
"With Temperatures Soaring, Gazans Swelter in Makeshift Tents",2024-04-24,"['With', 'Temperatures', 'Soaring,', 'Gazans', 'Swelter', 'in', 'Makeshift', 'Tents']","['With', 'Temperatures', 'Soaring,', 'Gazans', 'Swelter', 'in', 'Makeshift', 'Tents']",nyt
"Hersh Goldberg-Polin, an Israeli-American Hostage, Is Seen in a Hamas Video",2024-04-24,"['Hersh', 'Goldberg-Polin,', 'an', 'Israeli-American', 'Hostage,', 'Is', 'Seen', 'in', 'a', 'Hamas', 'Video']","['Hersh', 'Goldberg-Polin,', 'an', 'Israeli-American', 'Hostage,', 'Is', 'Seen', 'in', 'a', 'Hamas', 'Video']",nyt
Biden Says Aid Bill for Ukraine and Israel Will ‘Make the World Safer’,2024-04-24,"['Biden', 'Says', 'Aid', 'Bill', 'for', 'Ukraine', 'and', 'Israel', 'Will', '‘Make', 'the', 'World', 'Safer’']","['Biden', 'Says', 'Aid', 'Bill', 'for', 'Ukraine', 'and', 'Israel', 'Will', '‘Make', 'the', 'World', 'Safer’']",nyt
College Protesters Make Divestment From Israel a Rallying Cry,2024-04-24,"['College', 'Protesters', 'Make', 'Divestment', 'From', 'Israel', 'a', 'Rallying', 'Cry']","['College', 'Protesters', 'Make', 'Divestment', 'From', 'Israel', 'a', 'Rallying', 'Cry']",nyt
Thursday Briefing: Israel Seems Poised to Invade Rafah,2024-04-24,"['Thursday', 'Briefing:', 'Israel', 'Seems', 'Poised', 'to', 'Invade', 'Rafah']","['Thursday', 'Briefing:', 'Israel', 'Seems', 'Poised', 'to', 'Invade', 'Rafah']",nyt
"Johnson Calls to End Pro-Palestinian Protests, Including by Military Means",2024-04-24,"['Johnson', 'Calls', 'to', 'End', 'Pro-Palestinian', 'Protests,', 'Including', 'by', 'Military', 'Means']","['Johnson', 'Calls', 'to', 'End', 'Pro-Palestinian', 'Protests,', 'Including', 'by', 'Military', 'Means']",nyt
Hundreds at Harvard Protest Suspension of Pro-Palestinian Group,2024-04-24,"['Hundreds', 'at', 'Harvard', 'Protest', 'Suspension', 'of', 'Pro-Palestinian', 'Group']","['Hundreds', 'at', 'Harvard', 'Protest', 'Suspension', 'of', 'Pro-Palestinian', 'Group']",nyt
Netanyahu Calls U.S. Student Protests Antisemitic and Says They Must Be Quelled,2024-04-24,"['Netanyahu', 'Calls', 'U.S.', 'Student', 'Protests', 'Antisemitic', 'and', 'Says', 'They', 'Must', 'Be', 'Quelled']","['Netanyahu', 'Calls', 'U.S.', 'Student', 'Protests', 'Antisemitic', 'and', 'Says', 'They', 'Must', 'Be', 'Quelled']",nyt
"After $15 Billion in Military Aid, Israel Calls Alliance With U.S. ‘Ironclad’",2024-04-24,"['After', '$15', 'Billion', 'in', 'Military', 'Aid,', 'Israel', 'Calls', 'Alliance', 'With', 'U.S.', '‘Ironclad’']","['After', '$15', 'Billion', 'in', 'Military', 'Aid,', 'Israel', 'Calls', 'Alliance', 'With', 'U.S.', '‘Ironclad’']",nyt
Campus Protests Over Gaza Intensify Amid Pushback by Universities and Police,2024-04-24,"['Campus', 'Protests', 'Over', 'Gaza', 'Intensify', 'Amid', 'Pushback', 'by', 'Universities', 'and', 'Police']","['Campus', 'Protests', 'Over', 'Gaza', 'Intensify', 'Amid', 'Pushback', 'by', 'Universities', 'and', 'Police']",nyt
‘We’re Aware of the Location’: Aid Groups in Gaza Coordinated With I.D.F. but Still Came Under Fire,2024-04-25,"['‘We’re', 'Aware', 'of', 'the', 'Location’:', 'Aid', 'Groups', 'in', 'Gaza', 'Coordinated', 'With', 'I.D.F.', 'but', 'Still', 'Came', 'Under', 'Fire']","['‘We’re', 'Aware', 'of', 'the', 'Location’:', 'Aid', 'Groups', 'in', 'Gaza', 'Coordinated', 'With', 'I.D.F.', 'but', 'Still', 'Came', 'Under', 'Fire']",nyt
U.N. Official Says ‘Every Day Counts’ in Aid Efforts for Gaza,2024-04-25,"['U.N.', 'Official', 'Says', '‘Every', 'Day', 'Counts’', 'in', 'Aid', 'Efforts', 'for', 'Gaza']","['U.N.', 'Official', 'Says', '‘Every', 'Day', 'Counts’', 'in', 'Aid', 'Efforts', 'for', 'Gaza']",nyt
José Andrés Eulogizes 7 Aid Workers Killed in Gaza,2024-04-25,"['José', 'Andrés', 'Eulogizes', '7', 'Aid', 'Workers', 'Killed', 'in', 'Gaza']","['José', 'Andrés', 'Eulogizes', '7', 'Aid', 'Workers', 'Killed', 'in', 'Gaza']",nyt
Israel’s Claim of Killing ‘Half’ of Hezbollah Commanders in Southern Lebanon Draws Skepticism,2024-04-25,"['Israel’s', 'Claim', 'of', 'Killing', '‘Half’', 'of', 'Hezbollah', 'Commanders', 'in', 'Southern', 'Lebanon', 'Draws', 'Skepticism']","['Israel’s', 'Claim', 'of', 'Killing', '‘Half’', 'of', 'Hezbollah', 'Commanders', 'in', 'Southern', 'Lebanon', 'Draws', 'Skepticism']",nyt
Gaza Authorities Say More Bodies Were Discovered in Mass Grave,2024-04-25,"['Gaza', 'Authorities', 'Say', 'More', 'Bodies', 'Were', 'Discovered', 'in', 'Mass', 'Grave']","['Gaza', 'Authorities', 'Say', 'More', 'Bodies', 'Were', 'Discovered', 'in', 'Mass', 'Grave']",nyt
"Army Begins Building Floating Aid Pier Off Gaza’s Coast, Pentagon Says",2024-04-25,"['Army', 'Begins', 'Building', 'Floating', 'Aid', 'Pier', 'Off', 'Gaza’s', 'Coast,', 'Pentagon', 'Says']","['Army', 'Begins', 'Building', 'Floating', 'Aid', 'Pier', 'Off', 'Gaza’s', 'Coast,', 'Pentagon', 'Says']",nyt
Quotation of the Day: Andrés Eulogizes 7 Aid Workers Killes in Gaza as ‘the Best of Humanity’,2024-04-26,"['Quotation', 'of', 'the', 'Day:', 'Andrés', 'Eulogizes', '7', 'Aid', 'Workers', 'Killes', 'in', 'Gaza', 'as', '‘the', 'Best', 'of', 'Humanity’']","['Quotation', 'of', 'the', 'Day:', 'Andrés', 'Eulogizes', '7', 'Aid', 'Workers', 'Killes', 'in', 'Gaza', 'a', '‘the', 'Best', 'of', 'Humanity’']",nyt
Israel’s Military Campaign Has Left Gaza’s Medical System Near Collapse,2024-04-26,"['Israel’s', 'Military', 'Campaign', 'Has', 'Left', 'Gaza’s', 'Medical', 'System', 'Near', 'Collapse']","['Israel’s', 'Military', 'Campaign', 'Has', 'Left', 'Gaza’s', 'Medical', 'System', 'Near', 'Collapse']",nyt
Baby Born in Gaza After Her Mother Was Killed Has Died,2024-04-26,"['Baby', 'Born', 'in', 'Gaza', 'After', 'Her', 'Mother', 'Was', 'Killed', 'Has', 'Died']","['Baby', 'Born', 'in', 'Gaza', 'After', 'Her', 'Mother', 'Was', 'Killed', 'Has', 'Died']",nyt
Police Arrest Rabbis Near Gaza-Israel Border at a Rally to Highlight Starvation,2024-04-26,"['Police', 'Arrest', 'Rabbis', 'Near', 'Gaza-Israel', 'Border', 'at', 'a', 'Rally', 'to', 'Highlight', 'Starvation']","['Police', 'Arrest', 'Rabbis', 'Near', 'Gaza-Israel', 'Border', 'at', 'a', 'Rally', 'to', 'Highlight', 'Starvation']",nyt
PEN America Cancels World Voices Festival Amid Israel-Gaza Criticism,2024-04-26,"['PEN', 'America', 'Cancels', 'World', 'Voices', 'Festival', 'Amid', 'Israel-Gaza', 'Criticism']","['PEN', 'America', 'Cancels', 'World', 'Voices', 'Festival', 'Amid', 'Israel-Gaza', 'Criticism']",nyt
Blinken to Return to Israel to Discuss Hostages and Planned Rafah Incursion,2024-04-26,"['Blinken', 'to', 'Return', 'to', 'Israel', 'to', 'Discuss', 'Hostages', 'and', 'Planned', 'Rafah', 'Incursion']","['Blinken', 'to', 'Return', 'to', 'Israel', 'to', 'Discuss', 'Hostages', 'and', 'Planned', 'Rafah', 'Incursion']",nyt
Why Gaza Protests on U.S. College Campuses Have Become So Contagious,2024-04-26,"['Why', 'Gaza', 'Protests', 'on', 'U.S.', 'College', 'Campuses', 'Have', 'Become', 'So', 'Contagious']","['Why', 'Gaza', 'Protests', 'on', 'U.S.', 'College', 'Campuses', 'Have', 'Become', 'So', 'Contagious']",nyt
Israel Has a Choice to Make: Rafah or Riyadh,2024-04-26,"['Israel', 'Has', 'a', 'Choice', 'to', 'Make:', 'Rafah', 'or', 'Riyadh']","['Israel', 'Has', 'a', 'Choice', 'to', 'Make:', 'Rafah', 'or', 'Riyadh']",nyt
Yair Lapid Says the World Misunderstands Israel,2024-04-27,"['Yair', 'Lapid', 'Says', 'the', 'World', 'Misunderstands', 'Israel']","['Yair', 'Lapid', 'Says', 'the', 'World', 'Misunderstands', 'Israel']",nyt
"After Israel Aid Vote, Pocan Seeks to Show Biden Liberal Dismay on Gaza",2024-04-27,"['After', 'Israel', 'Aid', 'Vote,', 'Pocan', 'Seeks', 'to', 'Show', 'Biden', 'Liberal', 'Dismay', 'on', 'Gaza']","['After', 'Israel', 'Aid', 'Vote,', 'Pocan', 'Seeks', 'to', 'Show', 'Biden', 'Liberal', 'Dismay', 'on', 'Gaza']",nyt
How the U.S. Humanitarian Pier in Gaza Will Work,2024-04-27,"['How', 'the', 'U.S.', 'Humanitarian', 'Pier', 'in', 'Gaza', 'Will', 'Work']","['How', 'the', 'U.S.', 'Humanitarian', 'Pier', 'in', 'Gaza', 'Will', 'Work']",nyt
Why Does the U.S. Arm Ukraine With Fanfare and Israel in Secret?,2024-04-27,"['Why', 'Does', 'the', 'U.S.', 'Arm', 'Ukraine', 'With', 'Fanfare', 'and', 'Israel', 'in', 'Secret?']","['Why', 'Does', 'the', 'U.S.', 'Arm', 'Ukraine', 'With', 'Fanfare', 'and', 'Israel', 'in', 'Secret?']",nyt
Hamas Says It Is Reviewing Israeli Proposal on Cease-Fire Deal,2024-04-27,"['Hamas', 'Says', 'It', 'Is', 'Reviewing', 'Israeli', 'Proposal', 'on', 'Cease-Fire', 'Deal']","['Hamas', 'Says', 'It', 'Is', 'Reviewing', 'Israeli', 'Proposal', 'on', 'Cease-Fire', 'Deal']",nyt
Heat Wave Strains Pharmacist’s Ability to Get Crucial Medicine to Gazans,2024-04-27,"['Heat', 'Wave', 'Strains', 'Pharmacist’s', 'Ability', 'to', 'Get', 'Crucial', 'Medicine', 'to', 'Gazans']","['Heat', 'Wave', 'Strains', 'Pharmacist’s', 'Ability', 'to', 'Get', 'Crucial', 'Medicine', 'to', 'Gazans']",nyt
"Aid Flows to Gaza Are Rising, U.N. Says, but More Is Needed",2024-04-27,"['Aid', 'Flows', 'to', 'Gaza', 'Are', 'Rising,', 'U.N.', 'Says,', 'but', 'More', 'Is', 'Needed']","['Aid', 'Flows', 'to', 'Gaza', 'Are', 'Rising,', 'U.N.', 'Says,', 'but', 'More', 'Is', 'Needed']",nyt
Blinken to Meet With Arab Officials in Saudi Arabia About Israel-Gaza War,2024-04-27,"['Blinken', 'to', 'Meet', 'With', 'Arab', 'Officials', 'in', 'Saudi', 'Arabia', 'About', 'Israel-Gaza', 'War']","['Blinken', 'to', 'Meet', 'With', 'Arab', 'Officials', 'in', 'Saudi', 'Arabia', 'About', 'Israel-Gaza', 'War']",nyt
"Even With Gaza Under Siege, Some Are Imagining Its Reconstruction",2024-04-28,"['Even', 'With', 'Gaza', 'Under', 'Siege,', 'Some', 'Are', 'Imagining', 'Its', 'Reconstruction']","['Even', 'With', 'Gaza', 'Under', 'Siege,', 'Some', 'Are', 'Imagining', 'Its', 'Reconstruction']",nyt
Biden Confers With Netanyahu on a Possible Cease-Fire and Hostage Deal,2024-04-28,"['Biden', 'Confers', 'With', 'Netanyahu', 'on', 'a', 'Possible', 'Cease-Fire', 'and', 'Hostage', 'Deal']","['Biden', 'Confers', 'With', 'Netanyahu', 'on', 'a', 'Possible', 'Cease-Fire', 'and', 'Hostage', 'Deal']",nyt
"In Northern Israel, Clashes With Hezbollah Drive a Hospital Underground",2024-04-28,"['In', 'Northern', 'Israel,', 'Clashes', 'With', 'Hezbollah', 'Drive', 'a', 'Hospital', 'Underground']","['In', 'Northern', 'Israel,', 'Clashes', 'With', 'Hezbollah', 'Drive', 'a', 'Hospital', 'Underground']",nyt
Monday Briefing: Plans for Gaza’s Future,2024-04-28,"['Monday', 'Briefing:', 'Plans', 'for', 'Gaza’s', 'Future']","['Monday', 'Briefing:', 'Plans', 'for', 'Gaza’s', 'Future']",nyt
World Central Kitchen Will Resume Operations in Gaza,2024-04-28,"['World', 'Central', 'Kitchen', 'Will', 'Resume', 'Operations', 'in', 'Gaza']","['World', 'Central', 'Kitchen', 'Will', 'Resume', 'Operations', 'in', 'Gaza']",nyt
College Protests Over Gaza Deepen Democratic Rifts,2024-04-28,"['College', 'Protests', 'Over', 'Gaza', 'Deepen', 'Democratic', 'Rifts']","['College', 'Protests', 'Over', 'Gaza', 'Deepen', 'Democratic', 'Rifts']",nyt
Israeli Officials Believe International Court Is Preparing Arrest Warrants Over War,2024-04-28,"['Israeli', 'Officials', 'Believe', 'International', 'Court', 'Is', 'Preparing', 'Arrest', 'Warrants', 'Over', 'War']","['Israeli', 'Officials', 'Believe', 'International', 'Court', 'Is', 'Preparing', 'Arrest', 'Warrants', 'Over', 'War']",nyt
"With Israel Poised to Invade Rafah, Negotiators Try Again for Cease-Fire Deal",2024-04-28,"['With', 'Israel', 'Poised', 'to', 'Invade', 'Rafah,', 'Negotiators', 'Try', 'Again', 'for', 'Cease-Fire', 'Deal']","['With', 'Israel', 'Poised', 'to', 'Invade', 'Rafah,', 'Negotiators', 'Try', 'Again', 'for', 'Cease-Fire', 'Deal']",nyt
"As Anger Grows Over Gaza, Arab Leaders Crack Down on Protests",2024-04-29,"['As', 'Anger', 'Grows', 'Over', 'Gaza,', 'Arab', 'Leaders', 'Crack', 'Down', 'on', 'Protests']","['As', 'Anger', 'Grows', 'Over', 'Gaza,', 'Arab', 'Leaders', 'Crack', 'Down', 'on', 'Protests']",nyt
Blinken Meets With Arab Officials to Discuss Gaza and Postwar Plans,2024-04-29,"['Blinken', 'Meets', 'With', 'Arab', 'Officials', 'to', 'Discuss', 'Gaza', 'and', 'Postwar', 'Plans']","['Blinken', 'Meets', 'With', 'Arab', 'Officials', 'to', 'Discuss', 'Gaza', 'and', 'Postwar', 'Plans']",nyt
"The Latest Push for a Gaza Pause, and Crackdowns on College Protests",2024-04-29,"['The', 'Latest', 'Push', 'for', 'a', 'Gaza', 'Pause,', 'and', 'Crackdowns', 'on', 'College', 'Protests']","['The', 'Latest', 'Push', 'for', 'a', 'Gaza', 'Pause,', 'and', 'Crackdowns', 'on', 'College', 'Protests']",nyt
